"","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
"4971","1991-05-03",5,1.12,0.493,0.596,-1.108,0.003,98.03,1.204,-0.696,-0.12,-0.808,-0.321,158.06,0.973,0.47,1.055,-0.031,-0.458,0.064,-0.743,270.03,0.073,0.425,-2.96,-3.007,-1.158,-0.525,24.949,1
"4972","1991-05-04",5,0.567,0.239,0.344,-1.341,0.091,102.21,1.204,-0.859,0.196,-0.291,-0.27,114.75,0.131,0.489,0.658,-0.27,-0.127,0.805,0.527,300.76,-0.587,0.662,0.262,-2.406,-0.594,-0.044,0.677,1
"4973","1991-05-05",5,-0.06,-0.213,0.001,-0.642,-0.085,94.65,0.299,-0.205,0.701,0.225,-1.045,69.81,-0.711,0.382,0.093,-0.535,0.925,1.218,-0.111,189.38,-1.367,0.42,0.512,-1.113,0.058,0.301,0.447,1
"4974","1991-05-06",5,-0.173,-0.552,-0.274,-0.72,-0.305,98.95,0.752,-0.041,0.891,0.078,-0.89,79.23,-0.29,0.684,0.185,-0.835,0.258,0.544,0.423,304.17,-0.407,-1.441,1.001,0.411,0.254,0.173,0.152,1
"4975","1991-05-07",5,0.203,-0.552,-0.251,0.057,-1.01,81.74,-0.153,-0.368,0.512,0.373,-0.89,59.17,-0.29,1.2,0.933,-0.611,0.03,0.381,0.985,289.22,-0.437,-0.224,0.417,0.48,0.295,0.268,0.302,1
"4976","1991-05-08",5,0.238,-0.27,-0.045,0.29,-0.085,79.59,-0.153,-0.205,0.765,0.078,-0.218,80.49,0.131,0.889,0.78,-0.525,-0.062,-0.237,0.743,259.56,0.193,0.621,0.4,1.381,0.174,0.05,0,-1
"4977","1991-05-09",5,0.395,-0.241,-0.045,0.756,-0.878,72.46,-0.605,-0.859,0.133,0.225,-0.166,45.38,0.131,0.976,0.826,-0.209,-0.313,-0.221,0.228,260.22,0.103,0.833,0.726,0.873,0.069,0.067,0,-1
"4978","1991-05-10",5,0.407,-0.241,-0.022,0.445,-0.614,77.3,-0.605,-0.941,-0.247,0.299,-0.063,175.89,-0.29,1.035,0.994,-0.459,-0.096,0.253,1.163,280.62,-0.287,0.887,0.778,1.15,0.326,0.276,0.634,1
"4979","1991-05-11",5,0.087,-0.439,-0.183,0.29,-0.702,77.31,-0.605,-0.614,0.385,0.078,-1.613,71.16,-0.29,1.045,0.75,-1.175,0.993,0.549,-0.246,27.26,-0.347,0.467,-0.27,0.411,0.474,0.454,0,-1
"4980","1991-05-12",5,-0.174,-0.157,0.046,0.445,-0.438,78,-0.153,-0.941,0.133,0.078,-0.58,63.65,0.131,0.801,0.169,-1.048,0.315,0.202,0.05,284.53,0.193,0.485,-0.038,0.734,0.251,0.25,0.278,1
"4981","1991-05-13",5,-0.205,-0.524,-0.228,0.212,-1.362,77.88,-0.153,-0.859,-0.499,0.152,-1.252,312.75,0.131,0.879,0.2,-0.011,-0.477,0.085,0.322,271.41,0.193,-0.171,-0.124,0.642,0.439,0.37,0,-1
"4982","1991-05-14",5,-0.368,-0.975,-0.641,0.367,-2.508,61.4,-0.153,-0.041,-1.068,0.447,-1.252,299.26,-0.29,1.025,0.154,-0.235,-0.29,0.131,-0.118,271.63,-0.137,-0.272,0.005,0.85,0.77,0.546,0,-1
"4983","1991-05-15",5,-0.824,-1.201,-0.847,-0.72,0.355,100.76,0.752,0.123,-1.258,-0.365,1.229,263.1,0.131,0.402,-0.579,0.03,-0.401,-0.451,0.642,252.52,0.553,-0.071,-0.133,1.289,0.808,0.503,0.018,1
"4984","1991-05-16",5,-0.253,-0.241,0.001,-0.797,0.311,98.01,0.752,0.614,0.259,-1.915,-0.942,164.43,1.815,0.333,0.017,-0.031,0.392,-1.564,-1.251,202.37,1.123,0.739,-1.319,-0.744,-0.256,0.192,0.374,1
"4985","1991-05-17",5,-0.046,-0.298,-0.045,-0.564,0.091,94.22,0.752,-0.859,0.196,-0.217,-0.787,84.89,0.131,0.577,0.368,-0.982,0.494,0.677,-0.383,324.9,-0.527,-0.242,-2.496,-3.191,-0.305,0.467,3.955,1
"4986","1991-05-18",5,-0.02,-0.524,-0.251,0.367,-0.217,74.3,-0.605,-0.123,0.638,0.594,-0.993,53.54,-0.711,1.045,0.597,-0.316,1.371,1.264,-0.639,31.19,-1.397,0.254,-1.431,-2.245,0.354,0.719,0,-1
"4997","1991-05-29",5,-0.051,-1.229,-0.847,-0.797,-0.658,119.79,0.752,-0.696,0.322,-0.513,-0.528,124.29,0.552,1.054,0.658,-1.15,0.411,0.264,0.779,291.41,-0.257,0.201,-0.158,-0.582,0.556,0.731,1.412,1
"4998","1991-05-30",5,-0.174,-1.116,-0.709,-0.176,0.047,83.56,0.299,-0.696,0.385,-0.07,-1.045,79.97,-0.29,1.015,0.643,-1.104,1.028,0.595,0.131,27.77,-0.677,-0.053,-0.364,-0.051,0.914,0.94,3.544,1
"4999","1991-05-31",5,-0.282,-1.286,-0.847,-0.176,-0.261,75.03,-0.153,-0.45,0.322,0.521,-0.838,42.65,-0.29,1.093,0.46,-0.84,1.283,0.703,-0.595,43.13,-0.737,-0.236,-1.009,-0.212,0.954,0.989,3.667,1
"5000","1991-06-01",6,-0.333,-1.37,-0.984,0.057,0.267,27.07,-0.153,-0.45,0.133,0.742,-0.218,22.39,-0.711,1.23,0.307,-0.819,1.313,0.682,-1.035,44.02,-0.857,-1.152,-1.456,-0.074,1.006,1.027,0,-1
"5003","1991-06-04",6,-0.301,-1.399,-0.938,-0.331,-0.658,90,0.299,-0.941,-0.057,0.225,-1.045,34.09,-0.29,1.629,0.551,-1.241,0.719,0.539,0.306,343.48,-0.497,-0.762,-1.19,0.85,1.212,1.057,0,-1
"5004","1991-06-05",6,-0.309,-1.229,-0.801,-0.409,-0.658,96.01,0.299,-0.45,0.512,0.004,-1.2,80.62,0.131,1.483,0.566,-1.15,1.165,0.396,-0.276,52.32,-0.497,-0.608,-1.112,0.319,1.371,1.203,0,-1
"5005","1991-06-06",6,-0.492,-0.721,-0.389,0.057,-0.746,79.38,-0.153,-0.041,0.828,0.373,-1.252,65.46,-0.29,0.986,0.261,-0.942,1.313,0.503,-0.017,56.87,-0.527,-0.981,-1.19,0.48,1.33,1.158,4.487,1
"5006","1991-06-07",6,-0.453,-0.806,-0.549,0.6,-0.482,60.59,-0.605,-0.368,0.196,0.668,-0.993,29.29,-0.711,0.85,0.292,-1.033,0.906,0.754,0.443,8.48,-0.887,-0.283,-0.898,-0.166,1.138,1.187,6.998,1
"5007","1991-06-08",6,-0.197,-0.834,-0.663,1.066,-0.746,41.83,-1.058,0.286,-0.12,1.332,-1.613,181.25,-1.553,1.181,0.689,-0.443,1.054,1.305,-0.703,13.16,-1.427,-0.006,-1.242,-0.513,1.145,1.228,34.712,1
"5008","1991-06-09",6,0.03,-1.032,-0.847,0.911,-0.482,25.38,-0.605,-0.041,-0.436,1.037,-1.303,344.7,-1.132,1.61,1.101,-0.718,0.734,1.07,-0.373,192.18,-1.127,-0.384,-1.19,-1.367,1.115,1.289,10.233,1
"5009","1991-06-10",6,-0.07,-1.144,-0.87,0.523,-0.658,29.63,-0.605,-0.45,-0.499,0.668,-0.476,337.35,-0.711,1.717,0.963,-0.875,0.715,0.886,-0.205,173.09,-1.007,-1.004,-1.112,-0.905,1.213,1.272,17.718,1
"5010","1991-06-11",6,-0.402,-1.116,-0.778,0.29,-0.394,56.52,-0.153,-0.45,0.133,0.668,-0.373,24.95,-0.711,1.483,0.383,-0.738,1.249,0.805,0.05,38.64,-0.917,-0.803,-1.112,-0.328,1.244,1.236,1.769,1
"5011","1991-06-12",6,-0.27,-1.173,-0.778,0.057,-0.129,67.34,-0.153,-0.45,-0.183,0.742,-0.942,175.28,-0.711,1.493,0.628,-0.769,1.077,0.953,-0.632,21.06,-1.037,-0.602,-1.216,-0.79,1.117,1.277,0.018,1
"5012","1991-06-13",6,-0.381,-1.003,-0.618,-0.254,-0.746,88.34,0.299,-0.123,0.575,0.668,-1.355,48.49,-0.711,1.376,0.383,-0.687,1.496,0.611,-1.577,56.85,-0.677,-0.732,-1.748,-1.875,1.031,1.331,0.526,1
"5013","1991-06-14",6,-0.785,-0.749,-0.412,-0.331,-0.746,89.68,0.299,-0.041,0.638,0.668,-1.872,50.48,-0.711,1.239,-0.105,-0.367,1.679,0.784,-0.834,56.51,-0.947,-0.478,-1.439,-0.651,1.33,1.273,0,-1
"5014","1991-06-15",6,-1.249,-0.919,-0.549,-0.409,-0.702,91.75,0.299,-0.041,0.701,0.594,-1.975,53,-0.711,1.006,-0.823,-0.438,1.599,0.83,-0.676,54.12,-0.887,-0.933,-0.795,0.157,1.53,1.273,0,-1
"5015","1991-06-16",6,-1.486,-0.919,-0.572,0.134,-0.922,71.73,-0.605,0.859,1.081,1.259,-0.063,45.81,-1.553,1.113,-1.266,-0.174,1.732,1.004,0.171,53.39,-1.277,-1.37,-0.76,0.411,1.567,1.27,0,-1
"5016","1991-06-17",6,-1.493,-1.032,-0.732,0.523,-0.834,49.17,-0.605,0.041,0.701,0.594,0.04,53.94,-0.711,1.045,-1.312,-0.83,1.336,0.616,0.699,54.84,-0.647,-1.051,0.194,1.219,1.591,1.216,16.237,1
"5017","1991-06-18",6,-1.493,-1.032,-0.824,0.833,-0.834,33.01,-1.058,0.286,0.701,0.963,-0.115,43.11,-1.132,0.976,-1.296,-0.713,1.462,0.621,0.793,57.11,-0.887,-0.685,0.211,0.85,1.586,1.258,8.76,1
"5018","1991-06-19",6,-1.475,-0.89,-0.755,1.066,-0.966,34.84,-1.058,0.777,0.954,1.259,-0.735,43.02,-1.132,0.801,-1.281,-0.428,1.622,0.81,0.101,54.98,-1.007,-0.402,-0.356,0.296,1.531,1.314,11.256,1
"5019","1991-06-20",6,-1.602,-0.778,-0.663,1.222,-0.173,39.04,-1.058,1.268,1.017,1.849,0.557,35.34,-1.553,0.616,-1.51,-0.469,1.26,1.182,1.176,28.28,-1.067,-0.053,-0.133,0.18,1.515,1.261,35.855,1
"5020","1991-06-21",6,-1.64,-0.749,-0.618,1.222,0.179,41.33,-1.51,1.432,1.27,1.849,1.591,40.84,-1.553,0.46,-1.785,0.004,1.679,1.376,1.351,40.64,-1.097,0.095,0.692,0.781,1.448,1.138,26.113,1
"5021","1991-06-22",6,-2.102,-0.241,-0.251,1.92,0.972,49.36,-1.962,1.596,1.397,1.923,3.089,42.19,-1.553,-0.076,-2.472,-0.377,1.435,1.152,3.764,38.11,-0.977,1.448,0.993,1.081,1.378,0.992,81.844,2
"5022","1991-06-23",6,-2.07,0.154,0.023,2.541,1.104,51.43,-2.415,1.841,1.965,1.406,3.192,59.32,-1.553,-0.3,-2.533,-0.443,1.489,0.126,3.186,111.34,-0.407,2.328,1.165,0.781,0.962,0.864,50.063,2
"5023","1991-06-24",6,-1.337,0.38,0.092,3.24,0.972,46.43,-3.319,2.496,1.965,2.44,1.797,43.76,-2.396,0.314,-1.296,-0.138,1.451,1.427,1.64,29.67,-1.427,1.613,0.426,0.504,1.274,1.197,48.974,1
"5024","1991-06-25",6,-0.501,0.126,-0.183,3.085,-0.878,39.41,-2.867,2.168,1.144,2.735,-0.425,28.33,-2.817,1.395,0.322,0.294,1.508,1.877,0.255,26.65,-1.787,-0.165,-1.026,-0.397,1.425,1.369,6.351,1
"5025","1991-06-26",6,0.055,-0.749,-0.87,1.687,-1.362,25.12,-1.51,0.204,0.006,1.259,-1.303,185.86,-1.132,1.687,1.147,-0.769,0.917,1.004,-0.716,186.52,-0.977,-0.402,-0.863,0.065,1.292,1.222,5.639,1
"5027","1991-06-28",6,-0.383,-0.919,-0.641,0.678,-0.482,53.44,-0.605,-0.123,0.322,0.89,-1.252,27.09,-1.132,1.454,0.521,-1.14,0.982,0.544,-0.713,202.93,-0.917,0.331,-0.777,-0.282,1.389,1.273,3.519,1
"5028","1991-06-29",6,-0.376,-1.314,-0.892,-0.098,-0.57,61.74,-0.153,-0.041,0.449,0.89,-0.787,36.5,-1.132,1.61,0.536,-0.718,1.325,0.81,-0.78,40.37,-0.917,0.195,-0.992,-0.143,1.381,1.248,1.344,1
"5029","1991-06-30",6,-0.423,-1.314,-0.892,-0.021,-1.01,53.03,-0.153,0.286,0.891,0.816,-1.355,51.67,-0.711,1.804,0.643,-0.301,1.79,0.677,-0.743,63.58,-0.857,-0.295,-1.456,-0.259,1.453,1.292,29.018,1
"5030","1991-07-01",7,-0.569,-1.144,-0.732,-0.021,-0.526,73.56,-0.153,0.777,1.333,0.742,-1.2,63.53,-1.132,1.502,0.322,-0.011,1.98,0.83,-0.662,63.06,-1.037,-0.596,-1.68,0.434,1.438,1.28,1.476,1
"5031","1991-07-02",7,-0.519,-1.06,-0.709,0.212,-1.142,63.21,-0.153,0.614,1.081,0.963,-1.613,54.77,-0.711,1.502,0.383,0.091,2.053,0.861,-0.972,63.21,-0.857,-1.187,-1.637,-0.097,1.386,1.265,0,-1
"5032","1991-07-03",7,-0.424,-0.89,-0.572,0.367,-0.79,66.63,-0.605,0.614,1.207,0.816,-1.355,59.32,-0.711,1.551,0.46,-0.123,1.938,0.677,-0.908,66.68,-0.917,-0.791,-1.13,-0.259,1.332,1.277,0.075,1
"5036","1991-07-07",7,-0.678,-1.257,-1.03,0.29,-0.438,177,-0.605,0.286,0.765,0.963,-0.838,44.37,-1.132,1.493,0.047,-0.362,1.652,0.83,-0.441,54.36,-0.947,-0.543,-2.049,-1.852,1.084,1.356,1.999,1
"5037","1991-07-08",7,-0.476,-1.088,-1.236,0.6,-0.261,322.21,-0.605,-0.368,0.259,0.668,-1.148,30.47,-0.711,1.629,0.414,-0.804,1.268,0.738,-0.669,39,-0.737,-0.177,-1.783,-1.367,1.215,1.359,3.024,1
"5038","1991-07-09",7,-0.522,-1.173,-1.121,0.445,-0.79,338.22,-0.605,-0.45,0.196,0.594,-0.89,27.48,-0.711,1.756,0.414,-0.952,1.1,0.657,-0.686,206.11,-0.827,0.189,-1.207,-0.513,1.515,1.38,6.033,1
"5039","1991-07-10",7,-0.463,-1.229,-1.236,0.057,-0.526,303.64,-0.153,-0.45,0.006,0.668,-1.407,26.01,-0.711,1.736,0.536,-0.952,1.009,0.743,-1.022,197.78,-1.037,-0.431,-1.026,0.111,1.502,1.397,0,-1
"5041","1991-07-12",7,-0.59,-1.286,-1.099,0.212,0.003,168.87,-0.605,-0.368,0.259,0.668,-0.942,29.5,-0.711,1.298,0.215,-0.835,1.138,0.81,-0.34,28.68,-0.947,-0.266,-0.915,-0.836,1.373,1.387,42.24,1
"5042","1991-07-13",7,-0.293,-1.314,-1.167,-0.176,-0.438,289.62,-0.153,-0.859,-0.373,0.299,-0.425,164.73,-0.29,1.463,0.551,-1.191,0.898,0.555,-0.703,190.68,-0.527,0.059,-0.734,-0.951,1.108,1.32,11.09,1
"5043","1991-07-14",7,-0.264,-1.229,-1.144,-0.953,-0.173,212.03,1.204,-0.614,-0.815,-0.365,-0.528,253.25,0.552,1.473,0.612,-1.44,0.712,0.177,-0.763,188.94,-0.107,0.396,-0.416,-1.136,1.043,1.319,0.634,1
"5044","1991-07-15",7,-0.346,-0.89,-1.488,-1.03,0.091,244.83,1.204,-0.368,-0.942,-0.291,-0.58,258.79,0.131,1.347,0.398,-1.236,0.491,0.105,-1.298,136.73,-0.107,0.225,-0.58,-1.159,1.13,1.331,0,-1
"5045","1991-07-16",7,-0.758,-0.721,-1.671,-0.021,-0.129,278.31,0.299,0.286,-1.51,0.078,-0.425,278.71,0.131,1.152,-0.166,-0.835,0.163,0.269,-0.703,287.4,-0.107,-0.248,-1.104,-0.536,1.333,1.328,0,-1
"5047","1991-07-18",7,-1.437,0.408,-2.495,1.299,0.223,288.81,-1.51,3.559,-3.596,1.849,0.764,296.38,-1.975,0.801,-1.189,1.58,-1.471,1.249,0.974,290.21,-1.187,0.307,-1.078,-0.905,1.533,1.483,15.462,1
"5048","1991-07-19",7,-1.005,0.38,-1.946,3.861,-0.57,323.67,-3.772,3.641,-2.016,3.916,-0.27,331.7,-4.08,1.269,-0.502,1.443,-0.226,2.923,0.316,333.96,-2.897,0.219,-0.872,-0.998,1.44,1.483,12.644,1
"5049","1991-07-20",7,-0.582,-0.806,-1.511,0.678,-0.217,299.69,-1.058,0.368,-0.689,1.332,-0.942,338.46,-1.553,1.571,0.261,-0.606,0.761,1.152,0.01,178.43,-1.247,-0.289,-0.846,-0.813,1.425,1.436,0.053,1
"5051","1991-07-22",7,-0.912,-0.58,-1.717,0.756,-0.702,294.66,-1.058,1.186,-1.7,1.406,-0.58,311.3,-1.553,1.269,-0.35,-0.143,0.167,1.392,0.269,326.61,-1.337,-0.856,-1.508,-1.136,1.314,1.458,0,-1
"5052","1991-07-23",7,-0.724,-0.636,-1.648,0.989,-0.438,301.45,-1.51,1.35,-1.321,1.997,-0.218,327.76,-2.396,1.512,-0.075,-0.001,0.384,1.698,0.282,340.4,-1.817,-1.158,-0.674,-1.09,1.376,1.392,0,-1
"5053","1991-07-24",7,-0.639,-0.975,-1.465,-0.331,0.047,272.35,0.299,-0.45,-0.436,0.594,-0.942,158.15,-0.711,1.444,0.139,-1.206,0.795,0.432,-0.175,180.46,-0.587,-0.927,-0.717,-1.598,1.181,1.405,0,-1
"5054","1991-07-25",7,-1.259,-0.749,-1.648,-0.564,0.531,262.82,0.752,-0.287,-1.068,-0.07,-0.373,274.64,0.131,0.782,-0.976,-1.267,0.632,-0.084,-0.007,199.17,0.103,-0.088,-0.588,-0.628,1.226,1.286,0.035,1
"5055","1991-07-26",7,-2.122,-0.552,-1.717,-1.418,1.5,244.7,1.204,1.186,-1.637,-1.694,2.572,227.79,1.394,0.314,-2.457,0.279,0.121,-1.62,1.549,208.94,1.183,0.207,0.134,-0.305,1.45,1.27,1.966,1
"5056","1991-07-27",7,-2.863,-0.382,-0.686,-3.127,6.125,150.84,2.561,2.168,1.333,-2.727,6.603,141.8,2.236,-0.719,-3.709,2.109,2.437,-3.095,4.349,144.28,1.962,0.408,0.761,0.596,1.585,1.309,0,-1
"5058","1991-07-29",7,-1.589,-0.806,-0.778,1.377,0.575,27.19,-1.058,1.841,1.586,1.997,0.815,43.74,-1.553,0.528,-1.495,0.94,2.373,1.708,1.425,52.37,-1.817,0.757,0.778,0.365,1.504,1.244,9.589,1
"5059","1991-07-30",7,-1.307,-0.693,-0.732,1.687,0.619,25.93,-1.51,1.841,1.397,2.218,0.557,37.81,-1.975,0.791,-1.098,0.375,1.9,1.575,0.79,44.31,-1.697,1.235,0.383,0.157,1.389,1.268,8.326,1
"5060","1991-07-31",7,-0.59,-1.06,-1.03,0.911,-0.217,177.42,-0.605,0.859,0.701,1.701,-0.838,28.75,-1.553,1.385,0.154,-0.362,1.355,1.203,-0.246,31.31,-1.337,0.313,-0.562,0.134,1.458,1.326,39.523,1
"5061","1991-08-01",8,-0.23,-1.032,-1.328,0.523,-0.261,309.89,-0.605,-0.532,-0.373,0.521,-1.613,169.88,-0.711,1.658,0.704,-1.125,0.83,0.59,-1.254,176.77,-0.677,-0.224,-0.846,-0.005,1.174,1.279,3.325,1
"5062","1991-08-02",8,-0.299,-0.919,-1.488,0.057,0.047,284.57,-0.153,-0.778,-0.626,0.078,-0.321,291.33,-0.29,1.775,0.597,-1.318,0.609,0.335,-0.541,321.76,-0.377,-1.116,-1.19,-0.074,1.192,1.217,0,-1
"5063","1991-08-03",8,-0.461,-1.003,-1.419,-0.409,-0.305,268.44,0.299,-1.105,-0.373,0.004,-0.476,302.61,-0.29,1.629,0.322,-1.292,0.852,0.412,-0.928,173.2,-0.257,-1.081,-1.104,0.48,1.285,1.19,0,-1
"5064","1991-08-04",8,-0.729,-1.229,-1.213,-0.797,-0.702,233.57,0.752,-1.187,0.006,-0.144,-0.58,87.61,0.131,1.288,-0.136,-1.109,1.249,0.33,-1.096,62.02,-0.227,-1.341,-0.872,-0.143,1.208,1.245,0,-1
"5065","1991-08-05",8,-0.853,-1.229,-0.801,-0.564,-0.394,108.31,0.752,-0.368,0.638,0.078,-0.631,76.15,0.131,1.103,-0.258,-0.652,1.599,0.391,-0.481,71.26,-0.317,-0.915,-0.717,-0.928,1.338,1.369,0,-1
"5066","1991-08-06",8,-0.856,-1.06,-0.663,-0.409,-0.041,93.73,0.299,-0.614,0.385,0.078,-0.631,70.72,0.131,0.937,-0.38,-1.064,1.298,0.294,-0.904,68.23,-0.317,-0.301,-0.562,-0.536,1.348,1.344,5.166,1
"5067","1991-08-07",8,-1.029,-0.947,-0.595,0.134,-0.79,73.45,-0.153,0.123,0.954,0.299,-1.51,72.71,-0.29,0.859,-0.579,-0.819,1.481,0.33,-0.824,69.51,-0.467,-0.591,-0.691,-0.79,1.213,1.361,0.259,1
"5068","1991-08-08",8,-1.48,-0.636,-0.412,0.911,-0.482,58.95,-1.058,1.186,1.523,1.037,-0.58,59.02,-1.132,0.567,-1.281,-0.347,1.74,0.636,0.43,64.12,-0.827,-0.584,-1.061,-0.767,1.379,1.342,0,-1
"5069","1991-08-09",8,-1.424,-0.693,-0.435,0.756,-0.217,61.03,-1.058,-0.45,0.449,0.299,-0.063,61.71,-0.29,0.548,-1.251,-1.516,0.902,0.11,0.598,90.44,-0.107,-0.289,-0.287,-0.259,1.134,1.21,27.037,1
"5070","1991-08-10",8,-1.201,-0.834,-0.595,0.756,-0.129,53.69,-0.605,-0.696,0.196,0.373,-0.425,38.88,-0.29,0.674,-0.869,-1.613,0.788,-0.073,0.03,184.29,-0.017,0.047,-0.442,-0.513,1.103,1.222,12.103,1
"5071","1991-08-11",8,-1.222,-0.806,-0.618,0.989,0.135,46.07,-1.058,-0.368,-0.12,0.816,-0.218,6.32,-0.711,0.567,-0.976,-1.236,0.571,0.432,0.171,319.42,-0.527,0.053,0.014,-0.143,1.108,1.233,56.049,2
"5072","1991-08-12",8,-1.217,-0.975,-0.984,1.144,-0.614,184.76,-1.058,-0.205,-0.752,0.742,-0.27,325.75,-0.711,0.684,-0.945,-0.85,0.281,0.575,0.161,305.11,-0.527,-0.721,-0.158,-0.513,1.285,1.354,14.073,1
"5073","1991-08-13",8,-1.069,-0.693,-1.671,0.367,-0.305,288.62,-0.605,0.777,-1.7,0.742,-0.425,296.47,-0.711,1.074,-0.563,-0.24,-0.05,1.004,0.672,308.99,-0.797,-1.359,-1.078,-0.674,1.514,1.469,0,-1
"5074","1991-08-14",8,-0.931,-0.721,-1.671,-0.176,-0.173,271.97,-0.153,0.45,-1.574,0.078,-0.631,274.68,-0.29,1.093,-0.411,-0.52,-0.077,0.304,0.097,282.07,-0.167,-0.88,-0.82,-0.582,1.499,1.443,0,-1
"5075","1991-08-15",8,-1.254,-1.032,-1.305,-1.263,0.003,228.31,1.204,-0.123,-0.563,-1.251,-0.115,202.9,0.973,0.83,-0.976,-0.713,0.262,-0.681,0.591,225.92,0.823,-1.17,-0.27,-0.628,1.31,1.26,0,-1
"5077","1991-08-17",8,-2.07,-1.201,-1.076,0.134,3.13,283.87,-0.153,-0.368,-0.942,-0.365,2.211,259.85,0.552,0.012,-2.228,-0.936,0.571,-0.15,3.213,278.31,0.283,0.378,-0.038,0.457,1.429,1.253,83.917,2
"5078","1991-08-18",8,-1.923,-1.06,-1.259,0.678,1.192,321.8,-0.605,-0.205,-1.131,-0.07,1.384,271.86,0.131,0.295,-2.121,-0.723,0.064,-0.145,0.88,259.37,0.343,-0.029,-0.175,0.203,1.519,1.291,40.145,1
"5080","1991-08-20",8,-2.016,-0.778,-1.03,-2.195,-1.274,190.84,2.109,2.005,0.385,-3.17,-2.285,147.61,3.078,0.402,-2.09,0.812,1.165,-2.472,-0.931,171.12,2.622,-0.844,-1.087,-0.651,1.361,1.329,0,-1
"5081","1991-08-21",8,-2.191,-0.552,-0.595,-2.506,-1.142,148.49,2.561,3.15,1.965,-3.391,-1.51,144.36,3.499,0.168,-2.564,1.016,1.862,-2.34,-1.183,150.88,2.892,-1.347,-0.7,-1.275,1.185,1.319,0,-1
"5082","1991-08-22",8,-1.98,-0.552,-0.251,-0.564,-0.614,94.53,0.752,2.168,2.218,-1.767,-2.233,121.31,2.236,-0.056,-2.319,0.024,1.858,-1.069,-1.116,128.95,1.603,-0.898,-0.021,-1.113,0.924,1.25,1.298,1
"5083","1991-08-23",8,-1.875,-0.608,-0.389,0.911,0.399,59.91,-0.605,-0.287,0.638,0.004,-1.923,75.56,0.131,-0.163,-1.999,-1.18,1.226,-0.135,-0.535,108.59,0.283,-0.112,-0.305,-1.852,0.829,1.245,0.251,1
"5084","1991-08-24",8,-1.612,-0.806,-0.686,1.222,-0.041,36.39,-1.058,-0.778,-0.499,0.299,-0.683,318.4,-0.29,0.324,-1.541,-1.348,0.719,0.264,-0.353,163.53,-0.167,-0.443,-0.364,-0.859,1.389,1.331,20.052,1
"5085","1991-08-25",8,-1.137,-1.201,-1.236,-0.176,-0.482,279.8,0.299,-0.205,-0.942,-0.808,-0.063,234.98,0.973,0.947,-0.899,-0.809,0.224,-0.451,-0.37,237.2,0.553,-0.201,-0.769,0.157,1.289,1.259,15.654,1
"5086","1991-08-26",8,-1.119,-0.919,-1.396,-1.418,0.135,229.91,1.656,0.777,-1.384,-1.546,0.815,225.2,1.815,0.898,-0.991,-0.001,-0.096,-1.207,-0.064,224.54,1.303,-0.1,-1.044,-0.513,1.159,1.215,0,-1
"5088","1991-08-28",8,-1.523,-1.314,-1.167,-0.487,-0.394,252.14,0.299,0.041,-0.689,-1.325,0.195,206.93,1.394,0.47,-1.556,-0.565,0.319,-0.936,0.45,214.31,1.213,-0.473,-0.03,0.249,1.295,1.103,0,-1
"5089","1991-08-29",8,-1.263,-1.286,-0.915,0.134,0.355,38.07,-0.153,-0.696,-0.12,-0.808,-0.27,153,0.552,0.733,-1.098,-0.799,0.536,-0.813,0.087,203.5,0.613,0.018,-0.021,0.457,1.126,1.137,2.175,1
"5090","1991-08-30",8,-0.933,-1.229,-0.824,-0.098,0.399,75.58,-0.153,-1.023,0.133,-0.217,-0.27,101.91,0.131,1.074,-0.518,-1.582,0.78,-0.043,-0.205,220.74,-0.047,-0.561,0.073,-0.397,1.014,1.182,0,-1
"5091","1991-08-31",8,-0.519,-1.399,-1.053,-0.564,-0.217,180,0.299,-1.105,-0.373,-0.291,-0.218,242.1,0.131,1.551,0.215,-1.47,0.616,0.024,-0.36,259.44,-0.107,-0.644,-0.15,0.388,1.273,1.217,0,-1
"5092","1991-09-01",9,-0.598,-1.032,-1.35,-1.03,-0.173,236.7,1.204,-0.205,-1.005,-0.586,-0.011,244.88,0.552,1.463,0.032,-0.682,0.03,0.034,0.003,267.96,0.133,-1.051,-0.244,0.065,1.315,1.267,0,-1
"5094","1991-09-03",9,-1.117,-0.778,-1.557,0.523,0.796,295.92,-0.605,1.596,-1.89,1.628,0.764,310.86,-1.553,0.908,-0.762,0.213,-0.066,1.586,1.311,320.58,-1.457,0.036,-0.382,-0.028,1.372,1.257,0,-1
"5095","1991-09-04",9,-0.785,-0.693,-1.534,1.066,-0.041,310.29,-1.51,1.841,-1.7,2.218,0.712,323.39,-2.396,1.22,-0.289,0.36,0.125,1.938,1.2,332.81,-2.027,-0.331,0.22,0.157,1.353,1.21,0,-1
"5096","1991-09-05",9,-0.71,-0.778,-1.19,1.61,-0.129,345.43,-1.962,0.777,-0.183,1.849,0.04,179.96,-1.975,1.122,-0.197,-0.164,0.731,1.632,0.638,355.76,-1.847,0.668,0.254,0.18,1.339,1.195,2.62,1
